s,x,y
19.5,-6.461531316805078,-2.700181554276868
19.55,-6.479960972834085,-2.6537020127703883
19.6,-6.498390628863091,-2.607222471263909
19.650000000000002,-6.516698826500534,-2.560696529093199
19.700000000000003,-6.533953716657179,-2.5137681926035875
19.75,-6.551208606813824,-2.46683985611398
19.8,-6.56846349697047,-2.4199115196243683
19.85,-6.585028462396009,-2.372739312230431
19.900000000000002,-6.601097671229329,-2.325391867447516
19.950000000000003,-6.6171668800626495,-2.2780444226646006
20.0,-6.633162810656824,-2.230673131429963
20.05,-6.648036172772293,-2.182936530174928
20.1,-6.662909534887762,-2.1351999289198935
20.150000000000002,-6.6777828970032305,-2.0874633276648584
20.200000000000003,-6.692003516685422,-2.0395323216559587
20.25,-6.705671623175753,-1.9914367619339983
20.3,-6.719339729666086,-1.9433412022120344
20.35,-6.732980172804886,-1.8952381556141051
20.400000000000002,-6.745434377202283,-1.8468140625113125
20.450000000000003,-6.757888581599679,-1.7983899694085197
20.5,-6.770342785997075,-1.7499658763057306
20.55,-6.782180109183489,-1.7013913722460514
20.6,-6.793412532929572,-1.652669378682687
20.650000000000002,-6.804644956675654,-1.6039473851193227
20.700000000000003,-6.815877380421736,-1.5552253915559584
20.75,-6.825895757954495,-1.5062395441707965
20.8,-6.835899295384465,-1.4572504715230394
20.85,-6.845902832814435,-1.4082613988752823
20.900000000000002,-6.855323533753321,-1.3591609276581016
20.950000000000003,-6.864091856591194,-1.3099357662605913
21.0,-6.8728601794290665,-1.2607106048630845
21.05,-6.881628502266939,-1.2114854434655742
21.1,-6.889209809991984,-1.162064210834786
21.150000000000002,-6.896737371354042,-1.112634100376276
21.200000000000003,-6.9042649327161,-1.0632039899177659
21.25,-6.911241448293311,-1.0136970398980867
21.3,-6.917523486197263,-0.9640932497226035
21.35,-6.9238055241012155,-0.9144894595471202
21.400000000000002,-6.930087562005167,-0.8648856693716371
21.450000000000003,-6.935208735193746,-0.8151496727497634
21.5,-6.940241275571355,-0.7654035820757467
21.55,-6.945273815948965,-0.7156574914017264
21.6,-6.949784470126894,-0.6658652267254221
21.650000000000002,-6.953564329338175,-0.6160083047953336
21.700000000000003,-6.957344188549454,-0.566151382865245
21.75,-6.961124047760734,-0.5162944609351601
21.8,-6.963767976904157,-0.4663657741790545
21.85,-6.966292763751551,-0.41642956035205997
21.900000000000002,-6.968817550598946,-0.36649334652506543
21.950000000000003,-6.970846665089727,-0.31653831729313175
22.0,-6.972114782330988,-0.26655440109339645
22.05,-6.973382899572249,-0.2165704848936576
22.1,-6.9746510168135085,-0.16658656869391875
22.150000000000002,-6.9748066472112615,-0.11658842413987336
22.200000000000003,-6.9748172925700755,-0.0665884252731094
22.25,-6.97482793792889,-0.016588426406349
22.3,-6.9743659285650965,0.033405728650924435
22.35,-6.9731190952388244,0.08339018029997843
22.400000000000002,-6.971872261912552,0.13337463194903243
22.450000000000003,-6.970625428586279,0.18335908359808642
22.5,-6.968287845357761,0.2333025961949818
